Gene,Reliability,Locations
ENSG00000176261,Approved,{'Plasma membrane'}
ENSG00000176293,Approved,{'Cytosol'}
ENSG00000176371,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000176383,Approved,"{'Mitochondria', 'Nucleoli'}"
ENSG00000176386,Approved,{'Nucleoplasm'}
ENSG00000176387,Approved,{'Vesicles'}
ENSG00000176390,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000176393,Supported,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000176396,Supported,{'Nucleoplasm'}
ENSG00000176399,Approved,{'Vesicles'}
ENSG00000176406,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000176407,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000176422,Approved,{'Nucleoplasm'}
ENSG00000176428,Approved,{'Vesicles'}
ENSG00000176435,Supported,"{'Endoplasmic reticulum', 'Golgi apparatus'}"
ENSG00000176438,Supported,{'Nuclear membrane'}
ENSG00000176444,Enhanced,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000176472,Approved,"{'Nucleoli fibrillar center', 'Cytosol', 'Nucleoplasm'}"
ENSG00000176473,Supported,{'Nucleoplasm'}
ENSG00000176476,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000176531,Approved,"{'Plasma membrane', 'Cytosol', 'Nuclear speckles'}"
ENSG00000176595,Approved,{'Intermediate filaments'}
ENSG00000176597,Approved,{'Nucleoli'}
ENSG00000176619,Supported,{'Nuclear membrane'}
ENSG00000176623,Supported,"{'Actin filaments', 'Centrosome'}"
ENSG00000176624,Approved,{'Vesicles'}
ENSG00000176658,Approved,{'Cytosol'}
ENSG00000176681,Approved,{'Vesicles'}
ENSG00000176692,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000176697,Supported,"{'Mitochondria', 'Nuclear speckles'}"
ENSG00000176714,Approved,"{'Actin filaments', 'Cytosol'}"
ENSG00000176731,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000176749,Supported,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000176771,Approved,"{'Plasma membrane', 'Nucleoli', 'Golgi apparatus', 'Cytosol'}"
ENSG00000176783,Supported,"{'Vesicles', 'Cytosol', 'Nuclear speckles'}"
ENSG00000176788,Enhanced,{'Plasma membrane'}
ENSG00000176809,Approved,{'Vesicles'}
ENSG00000176834,Approved,"{'Cytosol', 'Centriolar satellite'}"
ENSG00000176842,Approved,"{'Microtubules', 'Cytosol', 'Nuclear speckles'}"
ENSG00000176853,Approved,"{'Microtubules', 'Nucleoplasm'}"
ENSG00000176887,Supported,{'Nucleoplasm'}
ENSG00000176896,Approved,{'Nuclear speckles'}
ENSG00000176907,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000176909,Approved,{'Nuclear speckles'}
ENSG00000176915,Supported,"{'Plasma membrane', 'Endoplasmic reticulum'}"
ENSG00000176928,Supported,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000176945,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000176946,Approved,"{'Nuclear speckles', 'Nucleoplasm'}"
ENSG00000176953,Approved,{'Nucleoplasm'}
ENSG00000176974,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000176978,Supported,"{'Vesicles', 'Golgi apparatus'}"
ENSG00000176986,Supported,{'Vesicles'}
ENSG00000176994,Enhanced,{'Nucleoplasm'}
ENSG00000177000,Approved,{'Cell Junctions'}
ENSG00000177025,Approved,{'Golgi apparatus'}
ENSG00000177030,Supported,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000177034,Approved,{'Mitochondria'}
ENSG00000177042,Approved,{'Golgi apparatus'}
ENSG00000177051,Approved,"{'Vesicles', 'Cytosol', 'Nucleoplasm'}"
ENSG00000177054,Enhanced,{'Vesicles'}
ENSG00000177058,Supported,{'Vesicles'}
ENSG00000177084,Supported,{'Nucleoplasm'}
ENSG00000177106,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000177108,Enhanced,{'Plasma membrane'}
ENSG00000177119,Approved,{'Plasma membrane'}
ENSG00000177125,Supported,{'Nucleoplasm'}
ENSG00000177144,Approved,{'Cytosol'}
ENSG00000177150,Approved,"{'Mitochondria', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000177156,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000177169,Approved,{'Cytosol'}
ENSG00000177189,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000177192,Supported,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000177200,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000177225,Supported,{'Nucleoplasm'}
ENSG00000177238,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000177283,Approved,{'Endoplasmic reticulum'}
ENSG00000177303,Supported,{'Plasma membrane'}
ENSG00000177311,Enhanced,{'Nucleoplasm'}
ENSG00000177352,Approved,{'Nuclear membrane'}
ENSG00000177354,Approved,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000177363,Approved,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000177383,Approved,{'Actin filaments'}
ENSG00000177409,Approved,{'Cytosol'}
ENSG00000177425,Approved,"{'Plasma membrane', 'Actin filaments'}"
ENSG00000177426,Supported,{'Nucleoplasm'}
ENSG00000177432,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000177453,Approved,{'Cytosol'}
ENSG00000177459,Approved,"{'Golgi apparatus', 'Cytosol', 'Nucleoplasm'}"
ENSG00000177463,Enhanced,{'Nucleoplasm'}
ENSG00000177469,Supported,"{'Plasma membrane', 'Vesicles'}"
ENSG00000177479,Enhanced,{'Nucleoplasm'}
ENSG00000177485,Enhanced,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000177494,Approved,"{'Mitochondria', 'Nuclear bodies', 'Cytosol'}"
ENSG00000177508,Approved,{'Vesicles'}
ENSG00000177511,Supported,{'Golgi apparatus'}
ENSG00000177542,Approved,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000177548,Supported,"{'Vesicles', 'Cytosol'}"
ENSG00000177551,Approved,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000177556,Approved,"{'Plasma membrane', 'Nucleoplasm'}"
ENSG00000177565,Approved,{'Nucleoplasm'}
ENSG00000177570,Approved,"{'Golgi apparatus', 'Cytosol'}"
ENSG00000177575,Approved,{'Plasma membrane'}
ENSG00000177576,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000177595,Approved,"{'Golgi apparatus', 'Cytosol'}"
ENSG00000177600,Approved,{'Mitochondria'}
ENSG00000177602,Supported,{'Nucleoplasm'}
ENSG00000177606,Enhanced,{'Nucleoplasm'}
ENSG00000177613,Enhanced,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000177614,Approved,{'Nucleoplasm'}
ENSG00000177627,Approved,{'Intermediate filaments'}
ENSG00000177646,Enhanced,{'Mitochondria'}
ENSG00000177663,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000177666,Enhanced,"{'Lipid droplets', 'Nucleoplasm'}"
ENSG00000177669,Supported,{'Golgi apparatus'}
ENSG00000177674,Supported,{'Vesicles'}
ENSG00000177675,Approved,"{'Centrosome', 'Cytosol', 'Nucleoplasm'}"
ENSG00000177679,Approved,"{'Intermediate filaments', 'Plasma membrane', 'Microtubules'}"
ENSG00000177683,Approved,{'Nucleoplasm'}
ENSG00000177688,Approved,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000177694,Enhanced,{'Nucleoplasm'}
ENSG00000177706,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000177707,Approved,{'Centriolar satellite'}
ENSG00000177721,Approved,"{'Cytoplasmic bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000177728,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000177731,Enhanced,"{'Centriolar satellite', 'Cytosol', 'Nucleoplasm'}"
ENSG00000177732,Enhanced,{'Nucleoplasm'}
ENSG00000177733,Enhanced,{'Nucleoplasm'}
ENSG00000177842,Approved,{'Centrosome'}
ENSG00000177853,Approved,{'Nucleoplasm'}
ENSG00000177854,Approved,"{'Nucleoli', 'Cytosol'}"
ENSG00000177868,Approved,"{'Nuclear bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000177873,Approved,"{'Intermediate filaments', 'Nucleoplasm'}"
ENSG00000177875,Approved,"{'Mitochondria', 'Cytosol'}"
ENSG00000177879,Approved,{'Vesicles'}
ENSG00000177885,Enhanced,{'Nucleoplasm'}
ENSG00000177888,Approved,"{'Nuclear membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000177889,Supported,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000177917,Approved,"{'Nuclear membrane', 'Cytosol'}"
ENSG00000177932,Supported,"{'Nuclear membrane', 'Cytosol'}"
ENSG00000177943,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000177946,Approved,"{'Nucleoli', 'Vesicles'}"
ENSG00000177951,Supported,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000177954,Approved,"{'Nucleoli', 'Endoplasmic reticulum', 'Cytosol'}"
ENSG00000177963,Supported,{'Cytosol'}
ENSG00000177971,Enhanced,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000177990,Approved,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000178021,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000178026,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000178028,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000178031,Approved,{'Vesicles'}
ENSG00000178033,Approved,{'Golgi apparatus'}
ENSG00000178035,Enhanced,"{'Cytosol', 'Rods & Rings'}"
ENSG00000178053,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000178104,Supported,{'Golgi apparatus'}
ENSG00000178105,Approved,{'Nucleoli'}
ENSG00000178127,Supported,{'Mitochondria'}
ENSG00000178149,Approved,"{'Nuclear bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000178150,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000178163,Approved,{'Nucleoplasm'}
ENSG00000178171,Approved,"{'Nuclear bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000178177,Supported,"{'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000178184,Approved,{'Plasma membrane'}
ENSG00000178188,Approved,{'Vesicles'}
ENSG00000178199,Supported,"{'Cytoplasmic bodies', 'Nucleoplasm'}"
ENSG00000178202,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000178209,Enhanced,"{'Focal adhesion sites', 'Intermediate filaments', 'Cytosol'}"
ENSG00000178229,Approved,{'Nucleoplasm'}
ENSG00000178252,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000178287,Approved,{'Golgi apparatus'}
ENSG00000178295,Approved,{'Nucleoplasm'}
ENSG00000178301,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000178307,Supported,{'Mitochondria'}
ENSG00000178338,Approved,{'Nucleoplasm'}
ENSG00000178343,Approved,"{'Cytosol', 'Lipid droplets'}"
ENSG00000178372,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000178385,Approved,"{'Vesicles', 'Cytosol'}"
ENSG00000178386,Approved,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000178397,Approved,{'Vesicles'}
ENSG00000178401,Approved,{'Vesicles'}
ENSG00000178404,Approved,{'Vesicles'}
ENSG00000178409,Approved,{'Nucleoplasm'}
ENSG00000178445,Supported,{'Mitochondria'}
ENSG00000178449,Supported,{'Mitochondria'}
ENSG00000178460,Approved,{'Actin filaments'}
ENSG00000178498,Approved,"{'Nucleoli', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000178522,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000178531,Approved,"{'Plasma membrane', 'Cell Junctions', 'Nucleoplasm'}"
ENSG00000178537,Supported,"{'Mitochondria', 'Cytosol'}"
ENSG00000178585,Approved,"{'Plasma membrane', 'Cell Junctions', 'Mitochondria'}"
ENSG00000178597,Enhanced,{'Cytosol'}
ENSG00000178665,Approved,{'Nucleoli'}
ENSG00000178685,Supported,"{'Nucleoli', 'Golgi apparatus', 'Cytosol'}"
ENSG00000178691,Supported,"{'Nucleoli', 'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000178694,Approved,"{'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000178695,Approved,{'Mitochondria'}
ENSG00000178700,Supported,{'Mitochondria'}
ENSG00000178718,Supported,"{'Centriolar satellite', 'Nucleoplasm'}"
ENSG00000178719,Approved,"{'Nucleoli fibrillar center', 'Cytosol'}"
ENSG00000178726,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000178750,Approved,"{'Intermediate filaments', 'Cytosol'}"
ENSG00000178761,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000178764,Enhanced,{'Nucleoplasm'}
ENSG00000178776,Approved,"{'Mitochondria', 'Nuclear speckles'}"
ENSG00000178796,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000178802,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000178814,Approved,{'Nucleoli fibrillar center'}
ENSG00000178826,Approved,"{'Focal adhesion sites', 'Plasma membrane'}"
ENSG00000178852,Enhanced,"{'Cytosol', 'Nuclear speckles', 'Nucleoplasm'}"
ENSG00000178860,Supported,{'Nucleoplasm'}
ENSG00000178878,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000178882,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000178896,Supported,"{'Intermediate filaments', 'Cytosol'}"
ENSG00000178904,Approved,{'Microtubules'}
ENSG00000178913,Supported,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000178917,Approved,{'Cytosol'}
ENSG00000178921,Approved,{'Vesicles'}
ENSG00000178922,Approved,"{'Plasma membrane', 'Golgi apparatus', 'Cytosol'}"
ENSG00000178927,Approved,"{'Plasma membrane', 'Cell Junctions'}"
ENSG00000178950,Supported,"{'Vesicles', 'Golgi apparatus'}"
ENSG00000178951,Approved,{'Nucleoplasm'}
ENSG00000178952,Enhanced,{'Mitochondria'}
ENSG00000178966,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000178974,Approved,{'Nuclear speckles'}
ENSG00000178982,Supported,{'Cytosol'}
ENSG00000178996,Approved,{'Cytosol'}
ENSG00000178999,Supported,"{'Midbody', 'Nucleoplasm'}"
ENSG00000179008,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000179010,Supported,{'Nucleoplasm'}
ENSG00000179021,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000179023,Approved,{'Nuclear speckles'}
ENSG00000179029,Approved,{'Plasma membrane'}
ENSG00000179041,Enhanced,{'Nucleoli'}
ENSG00000179044,Approved,"{'Plasma membrane', 'Vesicles'}"
ENSG00000179046,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000179071,Approved,{'Nucleoplasm'}
ENSG00000179091,Supported,{'Mitochondria'}
ENSG00000179094,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000179104,Approved,"{'Plasma membrane', 'Actin filaments'}"
ENSG00000179111,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000179115,Supported,{'Cytosol'}
ENSG00000179119,Enhanced,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000179133,Approved,"{'Nucleoli', 'Nuclear speckles', 'Nucleoplasm'}"
ENSG00000179134,Enhanced,{'Cytosol'}
ENSG00000179144,Supported,"{'Vesicles', 'Cytosol'}"
ENSG00000179148,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000179151,Supported,{'Cytoplasmic bodies'}
ENSG00000179178,Approved,"{'Cytosol', 'Midbody'}"
ENSG00000179195,Approved,{'Nucleoplasm'}
ENSG00000179218,Supported,{'Endoplasmic reticulum'}
ENSG00000179222,Approved,{'Cytosol'}
ENSG00000179240,Approved,"{'Centrosome', 'Endoplasmic reticulum', 'Nucleoplasm'}"
ENSG00000179241,Approved,{'Cell Junctions'}
ENSG00000179242,Supported,{'Plasma membrane'}
ENSG00000179262,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000179271,Enhanced,{'Mitochondria'}
ENSG00000179284,Approved,{'Mitochondria'}
ENSG00000179292,Approved,"{'Nucleoli', 'Cytosol'}"
ENSG00000179295,Supported,"{'Nucleoli', 'Cytosol', 'Actin filaments', 'Nucleoplasm'}"
ENSG00000179299,Supported,{'Vesicles'}
ENSG00000179300,Approved,"{'Plasma membrane', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000179314,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000179335,Supported,"{'Intermediate filaments', 'Nucleoplasm'}"
ENSG00000179344,Supported,"{'Golgi apparatus', 'Rods & Rings'}"
ENSG00000179348,Supported,{'Nucleoplasm'}
ENSG00000179361,Supported,{'Nucleoplasm'}
ENSG00000179363,Approved,{'Nucleoli fibrillar center'}
ENSG00000179364,Approved,{'Mitochondria'}
ENSG00000179387,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000179399,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000179409,Supported,"{'Nuclear bodies', 'Cytosol'}"
ENSG00000179431,Approved,{'Vesicles'}
ENSG00000179454,Approved,{'Cytosol'}
ENSG00000179455,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000179456,Supported,{'Nuclear speckles'}
ENSG00000179476,Approved,{'Cytosol'}
ENSG00000179477,Approved,{'Cytosol'}
ENSG00000179526,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000179528,Approved,"{'Midbody', 'Nucleoplasm'}"
ENSG00000179532,Approved,"{'Cytokinetic bridge', 'Nucleoplasm'}"
ENSG00000179562,Supported,"{'Plasma membrane', 'Golgi apparatus', 'Cytosol'}"
ENSG00000179583,Supported,{'Nucleoplasm'}
ENSG00000179588,Approved,"{'Vesicles', 'Cytosol', 'Nucleoplasm'}"
ENSG00000179593,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000179604,Supported,"{'Plasma membrane', 'Microtubules', 'Actin filaments'}"
ENSG00000179627,Supported,{'Nucleoplasm'}
ENSG00000179632,Supported,"{'Nucleoli', 'Vesicles', 'Nucleoplasm'}"
ENSG00000179715,Approved,"{'Vesicles', 'Golgi apparatus'}"
ENSG00000179750,Approved,{'Nucleoplasm'}
ENSG00000179772,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000179776,Supported,"{'Plasma membrane', 'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000179820,Approved,{'Nuclear speckles'}
ENSG00000179832,Approved,{'Nucleoplasm'}
ENSG00000179833,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000179841,Approved,{'Nucleoplasm'}
ENSG00000179855,Approved,"{'Nuclear bodies', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000179862,Approved,{'Vesicles'}
ENSG00000179869,Approved,"{'Vesicles', 'Cytosol', 'Centrosome'}"
ENSG00000179873,Supported,{'Cytosol'}
ENSG00000179889,Enhanced,"{'Vesicles', 'Golgi apparatus'}"
ENSG00000179909,Approved,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000179912,Supported,{'Nucleoplasm'}
ENSG00000179915,Supported,{'Plasma membrane'}
ENSG00000179918,Approved,{'Nucleoplasm'}
ENSG00000179922,Approved,{'Nucleoplasm'}
ENSG00000179933,Supported,"{'Mitochondria', 'Cytosol'}"
ENSG00000179943,Approved,{'Nucleoplasm'}
ENSG00000179950,Enhanced,{'Nucleoplasm'}
ENSG00000179954,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000179958,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000179965,Enhanced,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000179981,Approved,{'Nucleoplasm'}
ENSG00000179988,Approved,"{'Nucleoli', 'Nuclear bodies', 'Actin filaments'}"
ENSG00000180008,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000180011,Approved,"{'Vesicles', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000180035,Supported,{'Mitochondria'}
ENSG00000180071,Supported,"{'Nucleoli', 'Cytosol'}"
ENSG00000180098,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000180104,Approved,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000180116,Approved,"{'Golgi apparatus', 'Cytosol'}"
ENSG00000180176,Approved,{'Cytosol'}
ENSG00000180182,Approved,{'Nucleoplasm'}
ENSG00000180185,Enhanced,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000180190,Supported,"{'Vesicles', 'Cytosol'}"
ENSG00000180198,Supported,"{'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000180228,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000180251,Approved,"{'Plasma membrane', 'Nucleoplasm'}"
ENSG00000180257,Approved,{'Nucleoli'}
ENSG00000180263,Approved,{'Vesicles'}
ENSG00000180287,Approved,"{'Mitochondria', 'Vesicles', 'Cytosol'}"
ENSG00000180304,Approved,{'Golgi apparatus'}
ENSG00000180318,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000180329,Enhanced,{'Cytosol'}
ENSG00000180332,Approved,{'Centriolar satellite'}
ENSG00000180340,Approved,"{'Cell Junctions', 'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000180346,Approved,{'Nuclear bodies'}
ENSG00000180353,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000180354,Approved,{'Cytosol'}
ENSG00000180357,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000180370,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000180376,Supported,"{'Cell Junctions', 'Cytosol', 'Midbody ring', 'Centriolar satellite'}"
ENSG00000180423,Enhanced,"{'Plasma membrane', 'Cytosol'}"
ENSG00000180425,Supported,{'Nucleoplasm'}
ENSG00000180440,Enhanced,{'Vesicles'}
ENSG00000180447,Approved,{'Nuclear speckles'}
ENSG00000180479,Approved,"{'Plasma membrane', 'Nucleoli', 'Nucleoplasm'}"
ENSG00000180481,Approved,"{'Vesicles', 'Golgi apparatus', 'Cytosol'}"
ENSG00000180488,Supported,{'Mitochondria'}
ENSG00000180530,Supported,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000180535,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000180537,Approved,"{'Vesicles', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000180543,Approved,"{'Golgi apparatus', 'Cytosol'}"
ENSG00000180549,Approved,{'Golgi apparatus'}
ENSG00000180592,Approved,"{'Nuclear bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000180596,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000180611,Approved,{'Cytosol'}
ENSG00000180616,Supported,{'Cytosol'}
ENSG00000180626,Enhanced,{'Nucleoplasm'}
ENSG00000180628,Approved,{'Nucleoli'}
ENSG00000180644,Approved,{'Cytosol'}
ENSG00000180660,Approved,{'Nucleoplasm'}
ENSG00000180667,Supported,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000180730,Approved,"{'Nucleoplasm', 'Vesicles', 'Nuclear bodies'}"
ENSG00000180773,Approved,"{'Plasma membrane', 'Golgi apparatus', 'Cytosol'}"
ENSG00000180776,Approved,{'Plasma membrane'}
ENSG00000180787,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000180801,Supported,{'Actin filaments'}
ENSG00000180806,Enhanced,{'Nucleoplasm'}
ENSG00000180815,Approved,{'Vesicles'}
ENSG00000180817,Supported,{'Vesicles'}
ENSG00000180818,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000180822,Approved,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000180834,Approved,{'Cytosol'}
ENSG00000180855,Approved,"{'Centriolar satellite', 'Nucleoplasm'}"
ENSG00000180871,Supported,"{'Plasma membrane', 'Mitotic spindle', 'Microtubules', 'Nucleoplasm'}"
ENSG00000180881,Approved,"{'Nucleoli', 'Centrosome', 'Nucleoplasm'}"
ENSG00000180884,Approved,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000180891,Approved,"{'Plasma membrane', 'Cytosol', 'Centrosome'}"
ENSG00000180900,Enhanced,"{'Plasma membrane', 'Cell Junctions', 'Rods & Rings', 'Nucleoplasm'}"
ENSG00000180902,Supported,{'Mitochondria'}
ENSG00000180917,Approved,"{'Cell Junctions', 'Nuclear speckles'}"
ENSG00000180921,Approved,{'Cytosol'}
ENSG00000180938,Approved,{'Nuclear speckles'}
ENSG00000180957,Approved,"{'Vesicles', 'Cytosol'}"
ENSG00000180964,Approved,{'Nucleoplasm'}
ENSG00000180979,Approved,"{'Mitochondria', 'Cytosol'}"
ENSG00000180992,Supported,{'Mitochondria'}
ENSG00000180998,Approved,{'Vesicles'}
ENSG00000181007,Approved,"{'Nuclear membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000181016,Enhanced,{'Cytosol'}
ENSG00000181019,Enhanced,{'Cytosol'}
ENSG00000181026,Supported,"{'Nucleoli', 'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000181027,Approved,"{'Golgi apparatus', 'Cytosol', 'Nucleoplasm'}"
ENSG00000181029,Approved,{'Vesicles'}
ENSG00000181035,Supported,{'Mitochondria'}
ENSG00000181038,Approved,{'Vesicles'}
ENSG00000181045,Supported,"{'Vesicles', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000181061,Supported,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000181085,Approved,"{'Cell Junctions', 'Cytosol', 'Nucleoplasm'}"
ENSG00000181090,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000181135,Approved,{'Nucleoplasm'}
ENSG00000181163,Enhanced,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000181191,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000181192,Supported,{'Mitochondria'}
ENSG00000181222,Approved,{'Nucleoplasm'}
ENSG00000181234,Supported,"{'Cytosol', 'Centrosome'}"
ENSG00000181264,Approved,"{'Vesicles', 'Cytosol'}"
ENSG00000181274,Approved,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000181284,Approved,{'Vesicles'}
ENSG00000181291,Approved,"{'Nuclear bodies', 'Golgi apparatus', 'Cytosol', 'Nucleoplasm'}"
ENSG00000181315,Supported,"{'Centrosome', 'Cytosol', 'Nucleoplasm'}"
ENSG00000181350,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000181381,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000181396,Approved,{'Nucleoplasm'}
ENSG00000181404,Supported,{'Vesicles'}
ENSG00000181418,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000181433,Enhanced,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000181444,Approved,{'Mitochondria'}
ENSG00000181449,Enhanced,{'Nucleoplasm'}
ENSG00000181450,Approved,"{'Mitochondria', 'Cytosol', 'Nucleoli'}"
ENSG00000181458,Approved,"{'Vesicles', 'Endoplasmic reticulum'}"
